@AxisBankSupport I already closed the account with you because of your extra charges,Displeasure,
RT @aftabahmed00: @ICICIBank_Care how does that help me? I am out of cash today unnecessarily. And so is @ShubhsBatra . @narendramodi @FinM, Displeasure,
@TheOfficialSBI I am getting repeated SMS about the beneficiary I added three days back(around 30 SMSes). Please stop it. It is irritatting, Displeasure,
@KotakBankLtd In ths crisis situation I hope sum1 put on their thinking cap N increased d no of cash deposit counter. 2hrs wait is bizarre, Displeasure,
@htTweets @TheOfficialSBI There should be a table showing the break-up of deposits with the number of people in each category,Miscellaneous,
@AxisBank @AxisBankSupport request your quick help for vile parle West station branch. Higher officials are being unfair to customers., Displeasure,
I understand ur concern @AxisBank  @AxisBankSupport but msging me every 4 hrs isn't helpful. Plz stop that n get cash in ur atms., Displeasure,
"@NagpalManoj @CADhiren @HDFCBank_Cares 
 Bank of India also charges the same per application",Miscellaneous,
@AxisBankSupport We're talking at Axis' Nodal Officer level. Your level's team has already shown its inability to even understand the issue., Displeasure,
"RT @HDFCBank_Cares: We understand your world! To ensure that you continue to manage your regular expenses easily, 1/n",Miscellaneous,
@Subratd0411 @PMOIndia @narendramodi @TheOfficialSBI same thing happens in bangalore not only sbi all most every branch..,Miscellaneous,
@manik_me @TheOfficialSBI Not discounting their hard work but it's good to work once in a while especially the ones who while away otherwise,Miscellaneous,
"RT @Geniustweeet: People r ready to face inconvenience,but govt shld stick to its end of bargain, @TheOfficialSBI banks r being closed by 6", Displeasure,
"@KotakBankLtd gave best service 4 exchange &amp; deposit. Form filling, queue handling ,large cash, person appointed @narendramodi @arunjaitley",Compliment,
@ICICIBank_Care forget opening Ac in 24hrs you don't even bother calling back clients who have sent you an account opening request., Displeasure,
"Dear @Zomato &amp; @ICICIBank_Care, a transaction rejected on Nov 8th, yet to be refunded to me. When will this happen? It's the second time", Displeasure,
@HDFCBank_Cares  Pl let us know if a customer can exchange old notes of 500/1000 worth rs 4k only once or more than that?,Miscellaneous,
"@bankofbaroda Got a Call from this number (08084042095) in ur name saying my ATM has been blocked, Find out this frauds ASAP @OneTipOneHand_",Miscellaneous,
"@HDFCBank_Cares Banks sud make bsic arrngment like tent,chair,water,tea 4 public.HDFC Bank Jui Nagar is doing this. Grt intitive.Feling hppy",Compliment,
"RT @8hok: @TheOfficialSBI Bank should provide facility for choosing notes of 100, 50, 20, 10.#banned", Displeasure,
@TheOfficialSBI @RBI In order to reduce queue&amp; for quick transaction in ATM we should show quick withdraw option just after putting the PIN.,Miscellaneous,
@HDFCBank_Cares  why don't you close this account banks agenda to  earn money out of it .@RBI https://t.co/1tumVjQXVc,Miscellaneous,
@bomrochd @PMOIndia @arunjaitley the banks are bank of maharashtra...@canarabanktweet ..@KotakBankLtd,Compliment,
"@AxisBank @AxisBankSupport We have a space for ATM in our Food Court located around corporate offices,If any openings kindly revert back.TIA",Miscellaneous,
@HDFCBank_Cares .. u definitely do not care and continue to serve with disappointments!, Displeasure,
@TheOfficialSBI what is d minimum balance that I have to maintain for the normal SBI savings account with cheque book facility ?,Miscellaneous,
@TheOfficialSBI  PLEASE HELP ME IN THIS REGARD WHETHER ANY GUIDELINES FROM RBI OR JUST WANT TO SELL YOUR HEALTH INSURANCE PLANS TO CUSTOMERS, Displeasure,
"@flirtingshadows Senior citizens I understand, why for women? Here at Kalkaji it is very unorganised. https://t.co/cmwnFqGXLD", Displeasure,
@KotakBankLtd in full day they are exchanging notes only for 20 people @rbi @arunjaitley, Displeasure,
@ICICIBank_Care What is extra two hours? For Balewadi [Pune] br:  hour early + 1 hours late. Add to it the bureaucratic staff #disgusted, Displeasure,
